title,follower_numbers,total_price,unit_price,build_time,region,house_type,floor,house_area,house_type_structure,inside_area,building_type,orientation,building_structure,decoration,users/elevator,elevator,listing_time,transaction_ownership,last_transaction_time,house_use,house_years,ownership,mortgage_info,room_spare_parts,house_verification_code,house_label
急卖，急卖！藏龙岛湿地公园旁  精装修从未入住过新房,67,105.0,12571,2013,江夏,2室2厅1厨1卫,中楼层 (共18层),83.53㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,2021-04-12,商品房,2021-04-12,普通住宅,未满两年,非共有,有抵押 37万元,已上传房本照片,20210415jlP4f,"VR看装修,随时看房"
金地天悦优质中高楼层精装两房价格优美业主诚心出售,13,218.0,23841,2017,东湖高新,2室1厅1厨1卫,高楼层 (共33层),91.44㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2020-10-21,商品房,2018-12-20,普通住宅,满两年,共有,无抵押,已上传房本照片,20200816BdKuI,"VR看装修,房本满两年"
融公馆2期，东边单元东边户，采光通风好,11,265.0,21638,未知年建,江汉,3室2厅1厨2卫,高楼层 (共34层),122.47㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,2020-09-29,商品房,2021-01-04,普通住宅,未满两年,共有,有抵押 148万元 业主自还,已上传房本照片,20210119w8GPK,"地铁,VR看装修,随时看房"
十里新城 证满 精装4房 拎包入住,3,310.0,22497,2017,汉阳,4室2厅1厨2卫,高楼层 (共32层),137.8㎡,平层,暂无数据,板塔结合,东,钢混结构,精装,两梯四户,有,2021-05-26,商品房,2018-06-23,普通住宅,满两年,非共有,有抵押 90万元,已上传房本照片,20210527GY0Gq,"地铁,VR房源,房本满两年"
东向精装正规一室一厅住宅，双地铁拎包入住,0,106.0,17153,2016,江岸,1室1厅1厨1卫,高楼层 (共31层),61.8㎡,平层,45.38㎡,板塔结合,东,钢混结构,精装,五梯十七户,有,2021-05-26,商品房,2020-12-20,普通住宅,未满两年,非共有,有抵押 客户偿还,已上传房本照片,20210103EBW9T,"VR看装修,随时看房"
房东诚心卖啦！招商一江璟城 边户通透性极好 看房方便,11,235.0,18273,未知年建,青山,3室2厅1厨1卫,低楼层 (共41层),128.61㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,2021-02-23,商品房,2020-12-15,普通住宅,未满两年,共有,有抵押 100万元 客户偿还,已上传房本照片,20210225jUCNu,"VR看装修,随时看房"
二环内优质电梯房，单价低，地段好,2,90.0,25997,2016,洪山,1室1厅1厨1卫,高楼层 (共21层),34.62㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯十二户,有,2021-05-24,商品房,2019-08-06,普通住宅,未满两年,非共有,有抵押 30万元 业主自还,已上传房本照片,20210220WLBEp,
老证满5小户型，一室一厅，王家湾,0,40.0,10084,2009,汉阳,1室1厅1厨1卫,高楼层 (共13层),39.67㎡,暂无数据,29.42㎡,板楼,南,钢混结构,精装,三梯十九户,有,2021-05-23,商品房,2015-04-25,普通住宅,满五年,非共有,有抵押 4万元 汉口银行 业主自还,已上传房本照片,20210526HiMZZ,房本满五年
朗诗里程 3室1厅 南 北,3,228.0,25639,2014,东湖高新,3室1厅1厨1卫,低楼层 (共17层),88.93㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-27,商品房,2016-03-14,普通住宅,满五年,非共有,有抵押 10万元 中国工商银行 业主自还,已上传房本照片,20210527tHcia,"地铁,VR房源,房本满五年"
欢家居精选，万达旁的临湖小区，产证满两年,0,140.0,12584,2013,黄陂,4室2厅1厨2卫,低楼层 (共18层),111.26㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-22,商品房,2019-09-24,普通住宅,未满两年,共有,有抵押 25万元 银行 客户偿还,已上传房本照片,20201019KSJws,VR看装修
德雅湖景房+中 央空调+全房地暖+双层断桥铝合金门窗,0,108.0,7459,未知年建,新洲,4室2厅1厨2卫,中楼层 (共30层),144.81㎡,平层,暂无数据,塔楼,南 北,框架结构,简装,两梯三户,有,2021-05-26,商品房,2020-07-08,普通住宅,未满两年,非共有,有抵押 45万元,已上传房本照片,20210315ffTeA,"VR房源,随时看房"
绿地香树花城派克公馆 3室2厅 南 北,2,141.0,13650,未知年建,青山,3室2厅1厨1卫,中楼层 (共34层),103.3㎡,平层,暂无数据,板塔结合,南 北,砖混结构,精装,一梯六户,无,2021-04-02,商品房,2021-04-30,普通住宅,未满两年,共有,有抵押 40万元 建设银行 客户偿还,已上传房本照片,20210515XYW0s,"VR看装修,随时看房"
汉口印象 2室2厅 南,1,128.0,16883,2017,东西湖,2室2厅1厨1卫,高楼层 (共32层),75.82㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯五户,有,2021-05-24,商品房,2016-06-19,普通住宅,满两年,共有,有抵押 30万元 中国银行 客户偿还,已上传房本照片,20210529bFBvb,"VR房源,房本满两年"
别墅小区环境好 少有精装两房 证满税少 诚心出售,0,102.0,11760,2005,东西湖,2室2厅1厨1卫,低楼层 (共6层),86.74㎡,平层,70㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-05-24,商品房,2017-05-01,普通住宅,满两年,非共有,有抵押 40万元 / 业主自还,已上传房本照片,20210528lCIm6,"VR房源,房本满两年"
高楼层，采光好，诚心出售，精装修。,13,425.0,32515,2010,洪山,3室2厅1厨2卫,高楼层 (共18层),130.71㎡,平层,110.99㎡,板楼,南,钢混结构,精装,两梯六户,有,2021-03-29,商品房,2011-11-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210502sg03n,"地铁,VR房源,房本满五年"
俪湖天地中间楼栋中间楼层精装修,0,116.0,14872,2017,江夏,3室2厅1厨1卫,中楼层 (共25层),78㎡,暂无数据,暂无数据,板塔结合,南,钢混结构,精装,两梯四户,有,2021-05-26,商品房,2020-09-30,普通住宅,未满两年,非共有,有抵押 62万元 建设银行 客户偿还,已上传房本照片,20210528IrUde,地铁
联投喻园 四房 南北通风 北面可看湖景 楼栋位置较好,4,510.0,34185,2015,东湖高新,4室2厅1厨2卫,低楼层 (共31层),149.19㎡,平层,118.07㎡,塔楼,南 北,钢混结构,其他,两梯三户,有,2021-05-25,商品房,2018-02-02,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200426rQ7Ve,"地铁,VR看装修,房本满两年,随时看房"
三号线二七小路地铁口，两房南北户型，预约看房！,0,110.0,19584,1992,江岸,2室1厅1厨1卫,低楼层 (共6层),56.17㎡,暂无数据,47.93㎡,板楼,南,混合结构,其他,一梯两户,无,2021-05-25,商品房,2013-07-10,普通住宅,满五年,非共有,有抵押 60万元,已上传房本照片,20210523wwj9A,房本满五年
【精选】店长推荐，电梯两房，超大阳台,52,215.0,14031,2006,江岸,4室2厅1厨2卫,中楼层 (共16层),153.24㎡,平层,暂无数据,板楼,东 西,钢混结构,精装,两梯两户,有,2020-09-24,商品房,2020-12-04,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210105DLQa3,"VR房源,随时看房"
精装朝南两房，户型方正，诚心出售，视野开阔。,0,200.0,25770,2014,洪山,2室1厅1厨1卫,高楼层 (共57层),77.61㎡,平层,暂无数据,板楼,南,钢混结构,精装,五梯十户,有,2021-05-26,商品房,2016-04-26,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210526p1HqX ,"VR房源,房本满五年,随时看房"
南湖松涛苑 居家裝修 小三房 户型方正 无异形,6,278.0,31696,1999,洪山,3室2厅1厨1卫,中楼层 (共6层),87.71㎡,平层,77.07㎡,板楼,南,混合结构,精装,一梯四户,无,2021-05-25,商品房,2011-01-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210526Jr2RJ,"VR房源,房本满五年"
唐家墩6号线，老证，南北通透，中间楼层，成熟地段,5,153.0,16417,未知年建,江汉,2室2厅1厨1卫,中楼层 (共6层),93.2㎡,暂无数据,暂无数据,暂无数据,南 北,未知结构,简装,一梯两户,暂无数据,2021-05-25,商品房,2018-04-07,普通住宅,满两年,非共有,有抵押 80万元 工商银行 业主自还,已上传房本照片,20200116YBX53,"地铁,房本满两年"
福星华府誉境 4室2厅 南 北,1,280.0,19423,未知年建,江汉,4室2厅1厨2卫,中楼层 (共43层),144.16㎡,平层,107.63㎡,板楼,南 北,钢混结构,其他,三梯四户,有,2021-05-25,商品房,2021-01-25,普通住宅,未满两年,非共有,有抵押 130万元 建设银行 客户偿还,已上传房本照片,20210128G6qNo,"地铁,VR看装修,随时看房"
新澳蓝草坪 一梯两户 南北通透 精装修,1,170.0,19389,2015,汉阳,2室1厅1厨1卫,中楼层 (共11层),87.68㎡,平层,74.87㎡,板楼,南 北,钢混结构,其他,一梯两户,有,2021-05-26,商品房,2010-12-31,普通住宅,满五年,非共有,有抵押 100万元 客户偿还,已上传房本照片,20210408nU711,"地铁,VR看装修,房本满五年"
富丽畅馨园 3室2厅 南,0,119.5,12107,未知年建,江夏,3室2厅1厨1卫,中楼层 (共7层),98.71㎡,暂无数据,暂无数据,暂无数据,南,框架结构,毛坯,一梯一户,暂无数据,2021-05-25,商品房,2010-10-20,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210525Cgy8Q,"地铁,房本满五年"
满二年后期税费低，精装修，户型方正，采光好,0,168.0,14792,2011,青山,3室2厅1厨2卫,高楼层 (共17层),113.58㎡,平层,88.92㎡,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-05-26,商品房,2021-05-27,普通住宅,未满两年,共有,有抵押 45万元 工行 业主自还,已上传房本照片,202105279JOKS	,VR看装修
业主诚意出售，满二，精装修，户型方正,4,226.0,27683,2016,东湖高新,3室2厅1厨1卫,低楼层 (共18层),81.64㎡,暂无数据,64.88㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-05-23,商品房,2018-01-19,普通住宅,满两年,共有,有抵押 66万元 客户偿还,已上传房本照片,20210524s3h64,房本满两年
紫轩雅苑大房毛坯这样装修风格证满2年后期费少随时看,0,84.0,8784,未知年建,黄陂,2室2厅1厨1卫,中楼层 (共11层),95.63㎡,平层,79㎡,板楼,南 北,钢混结构,毛坯,一梯一户,暂无数据,2021-05-26,商品房,2019-05-07,普通住宅,满两年,非共有,有抵押 20万元,已上传房本照片,20210525IDNra,"VR房源,房本满两年"
近D铁口精装大2房。证满二年，房东诚心出售。,0,98.0,10413,2012,黄陂,2室2厅1厨1卫,高楼层 (共18层),94.12㎡,平层,暂无数据,板楼,南,钢混结构,其他,两梯三户,有,2021-05-26,商品房,2017-03-13,普通住宅,满两年,共有,有抵押 40万元 中国光大银行 客户偿还,已上传房本照片,20210527LDtiV,"地铁,VR房源,房本满两年"
百步亭江南郡，精装洋房，户型方正,0,189.0,14644,2018,江夏,3室2厅1厨2卫,中楼层 (共6层),129.07㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,2021-05-28,商品房,2021-05-03,普通住宅,未满两年,共有,暂无数据,已上传房本照片,202105211dSsM,VR房源
此房满五唯一， 精装修。 出行便利， 购物便捷.,1,175.5,20510,2009,洪山,2室1厅1厨1卫,高楼层 (共26层),85.57㎡,平层,66.88㎡,塔楼,南,钢混结构,精装,两梯四户,有,2021-05-28,商品房,2015-03-30,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210528VgR6Y,"地铁,房本满五年"
紧靠东湖，预算低，拎包入住，老少皆宜,18,104.0,15553,未知年建,洪山,2室2厅1厨1卫,中楼层 (共33层),66.87㎡,平层,暂无数据,板楼,南,钢混结构,精装,三梯十二户,有,2021-01-03,商品房,2021-04-21,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210422XdV5G,"VR看装修,随时看房"
保利城高层 日照充足 无遮挡 此价格包含车位,4,208.0,26447,2016,武昌,3室1厅1厨1卫,高楼层 (共51层),78.65㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,三梯五户,有,2021-05-24,商品房,2018-06-06,普通住宅,满两年,共有,无抵押,已上传房本照片,20200623hcwOR,"VR看装修,房本满两年"
老证税费少，总价低，朝南小户型,22,65.0,13358,2000,汉阳,1室1厅1厨1卫,高楼层 (共7层),48.66㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,无,2021-04-07,商品房,2018-04-08,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200103GW3jY,"VR看装修,房本满两年"
武湖不限制户口70年产权住宅，复式精装有钥匙,4,51.0,16532,未知年建,黄陂,2室1厅1厨2卫,中楼层 (共5层),30.85㎡,复式,暂无数据,板楼,北,钢混结构,精装,一梯十五户,有,2021-05-25,商品房,2020-09-28,普通住宅,未满两年,共有,有抵押 27万元,已上传房本照片,	20200115hvj3L,"VR房源,随时看房"
钢都花园128街坊 2室1厅 南 北,0,138.0,19290,未知年建,洪山,2室1厅1厨1卫,中楼层 (共6层),71.54㎡,平层,暂无数据,板楼,南 北,混合结构,其他,一梯两户,无,2021-05-25,商品房,2007-08-24,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210526GSLMD,"VR房源,房本满五年"
新新人家 通透三房 业主诚心出售,0,138.0,10924,未知年建,沌口开发区,3室2厅1厨2卫,中楼层 (共18层),126.33㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-05-24,商品房,2021-01-26,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210524BWkwu,
万科红郡，小孩未上学，采光佳，自住精装修，诚心出售,3,265.0,36227,2013,东湖高新,2室1厅1厨1卫,中楼层 (共32层),73.15㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯四户,有,2021-05-27,商品房,2018-08-03,普通住宅,满两年,共有,有抵押 55万元 建设银行 业主自还,已上传房本照片,20210527xl7Cj,"地铁,VR房源,房本满两年"
双地铁口 南北通透3房 满两年 附10平卧室,4,190.0,20905,2007,洪山,3室2厅1厨1卫,中楼层 (共18层),90.89㎡,平层,75.4㎡,塔楼,南 北,钢混结构,简装,两梯四户,有,2021-05-26,商品房,2019-05-22,普通住宅,满两年,非共有,有抵押 88万元 / 客户偿还,已上传房本照片,20210526afdu4,房本满两年
天顺园十村 2室2厅 东南,2,115.0,12184,2001,硚口,2室2厅1厨1卫,高楼层 (共6层),94.39㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,无,2021-05-22,商品房,2012-03-07,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210523Krjih,"VR房源,房本满五年,随时看房"
青宜居地铁口小区 户型好格局正采光无遮挡诚心出售,0,125.0,14398,2010,青山,3室2厅1厨1卫,中楼层 (共18层),86.82㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,两梯六户,有,2021-05-29,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 60万元 农村商业银行 客户偿还,未上传房本照片,20210526CAH6S ,
2号线地铁口 新力精装正规三房 业主急售 随时看房,2,109.0,11124,2020,黄陂,3室1厅1厨1卫,中楼层 (共13层),97.99㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯四户,有,2021-05-26,商品房,2020-10-15,普通住宅,未满两年,非共有,有抵押 50万元 农业银行 客户偿还,已上传房本照片,20210219aioT1,"VR看装修,随时看房"
地铁口 精装修 花园房 小欢喜,244,148.0,20697,2011,洪山,2室1厅1厨1卫,中楼层 (共24层),71.51㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,四梯十四户,有,2020-09-29,商品房,2016-11-11,普通住宅,满两年,非共有,有抵押 50万元 客户偿还,已上传房本照片,20200929Unch1,"VR看装修,房本满两年"
诚心出售电梯复式洋房，优化面积多，诚心卖证满随时看,1,750.0,25938,2013,洪山,6室2厅1厨5卫,高楼层 (共4层),289.16㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,2021-05-26,商品房,2018-07-05,普通住宅,满两年,非共有,有抵押 180万元 工行 客户偿还,已上传房本照片,20210527fLnW0,"房本满两年,随时看房"
悦秀苑 2室2厅 南,0,142.0,17907,2008,江岸,2室2厅1厨1卫,高楼层 (共18层),79.3㎡,暂无数据,暂无数据,塔楼,南,钢混结构,精装,一梯四户,有,2021-05-28,经济适用房,2016-02-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,202105286Xrip,房本满五年
梧桐苑毛坯小三房、南北双阳台、三口之家优选！,2,218.0,24049,2016,东湖高新,3室2厅1厨1卫,高楼层 (共18层),90.65㎡,平层,70.58㎡,板楼,南,钢混结构,毛坯,两梯四户,有,2021-05-22,商品房,2018-10-10,普通住宅,满两年,共有,有抵押 30万元 中行 客户偿还,已上传房本照片,20210522axBrC,"VR房源,房本满两年,随时看房"
小龟山地铁口低总价两房，两证满五年，后期费用低,3,130.0,19223,2003,武昌,2室1厅1厨1卫,低楼层 (共7层),67.63㎡,平层,59.41㎡,板楼,北,混合结构,简装,一梯三户,无,2021-05-21,商品房,2011-11-19,普通住宅,满五年,共有,无抵押,已上传房本照片,20210513apebn,"地铁,VR看装修,房本满五年"
滨湖社区 2室2厅 南,0,97.0,10220,未知年建,沌口开发区,2室2厅1厨1卫,低楼层 (共6层),94.92㎡,平层,83.53㎡,塔楼,南,钢混结构,简装,一梯两户,无,2021-05-25,商品房,2017-06-30,普通住宅,满两年,非共有,有抵押 48万元 农行 客户偿还,已上传房本照片,20210527jVYAW,"VR房源,房本满两年"
满五唯一 精装两房 钻石楼层 诚心出售,0,155.0,18398,2009,江岸,2室2厅1厨1卫,中楼层 (共18层),84.25㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-05-22,商品房,2012-06-13,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210523NG15A,"地铁,房本满五年,随时看房"
满二，南北通透大四房，业主诚售，毛坯,1,170.0,10246,2017,江夏,4室2厅1厨2卫,低楼层 (共18层),165.92㎡,平层,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯两户,有,2021-05-25,商品房,2018-11-09,普通住宅,满两年,非共有,有抵押 65万元 农行 客户偿还,已上传房本照片,20210326Riag0,"VR看装修,房本满两年,随时看房"
小区紧靠地铁口，配套设施齐全， 实用空间大，超划算,0,155.0,18374,2014,汉阳,2室2厅1厨1卫,中楼层 (共29层),84.36㎡,暂无数据,暂无数据,板楼,南,钢混结构,精装,两梯五户,有,2021-05-27,商品房,2016-12-01,普通住宅,满两年,非共有,有抵押 36万元 交通银行,已上传房本照片,20210528L0Hvn,房本满两年
老证低楼层，户型方正，低公摊，配套齐全,0,195.0,21980,1998,硚口,2室1厅1厨1卫,低楼层 (共6层),88.72㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,一梯六户,无,2021-05-26,商品房,2017-08-30,普通住宅,满两年,共有,无抵押,已上传房本照片,20210528nTI8a,"地铁,房本满两年"
国采通透三房，三面采光，双阳台，钥匙找赵泽文随时看,3,363.9,29225,2017,东湖高新,3室2厅1厨2卫,中楼层 (共17层),124.52㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,2021-05-24,商品房,2017-05-24,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210529OCcVh,"VR房源,房本满两年,随时看房"
澜桥康城 两证齐全 户型方正 毛坯装修随您心意,0,90.0,9808,2009,黄陂,2室1厅1厨1卫,低楼层 (共5层),91.77㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,一梯两户,无,2021-05-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片,20210528P13Ot,
省柴小区 2室1厅 南,0,100.0,18706,未知年建,硚口,2室1厅1厨1卫,中楼层 (共6层),53.46㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,暂无数据,2021-05-24,商品房,2018-12-14,普通住宅,满两年,共有,无抵押,已上传房本照片,20210524w6Y3G,"VR看装修,房本满两年,随时看房"
汉飞又一城  正规住宅两房中高楼层住家装修,2,216.0,39634,2013,武昌,2室1厅1厨1卫,高楼层 (共18层),54.5㎡,平层,暂无数据,板楼,东南,钢混结构,其他,三梯十三户,有,2021-05-25,商品房,2015-01-20,普通住宅,满五年,非共有,有抵押,已上传房本照片,20210526g2tOy,"VR房源,房本满五年"
幸福里社区 2室1厅 东 南,2,91.0,16637,未知年建,武昌,2室1厅1厨1卫,高楼层 (共8层),54.7㎡,平层,48.7㎡,板楼,东 南,钢混结构,简装,一梯一户,暂无数据,2021-05-25,商品房,2020-12-01,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210501dyffn,"VR看装修,随时看房"
光谷自由城 3室2厅 南,1,205.0,17090,2015,东湖高新,3室2厅1厨2卫,低楼层 (共32层),119.96㎡,暂无数据,暂无数据,板楼,南,钢混结构,其他,两梯四户,有,2021-05-25,商品房,2019-09-25,普通住宅,未满两年,共有,有抵押 50万元 客户偿还,已上传房本照片,20210525USRNU,
卓尔生活城精装修  中间楼层， 证满少税  出行方便,1,126.0,13462,2013,黄陂,3室2厅1厨1卫,高楼层 (共18层),93.6㎡,暂无数据,71.92㎡,板楼,南,钢混结构,精装,两梯四户,有,2021-05-27,商品房,2017-09-27,普通住宅,满两年,共有,有抵押 62万元 中国工商银行,已上传房本照片,20200510oarHU,房本满两年
名流人和天地五期朝南两房，户型方正采光视野好,0,110.0,12895,2012,黄陂,2室2厅1厨1卫,高楼层 (共28层),85.31㎡,平层,暂无数据,板楼,北 南,钢混结构,精装,两梯四户,有,2021-05-22,商品房,2018-04-16,普通住宅,满两年,共有,有抵押 20万元 建设银行 客户偿还,已上传房本照片,20200815TgYjR,房本满两年
精装修，诚心卖房，采光好，视野开阔。,3,80.0,17392,2017,沌口开发区,1室1厅1厨1卫,中楼层 (共33层),46㎡,平层,暂无数据,板楼,西南,钢混结构,精装,六梯十八户,有,2021-05-22,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 10万元,未上传房本照片,202102027Tdkn,VR看装修
晒湖小区隔壁，正规两室两厅，中间楼层,1,98.0,14031,1990,武昌,2室2厅1厨1卫,中楼层 (共8层),69.85㎡,暂无数据,暂无数据,板楼,南 北,砖混结构,简装,一梯两户,无,2021-05-22,商品房,2020-08-31,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210522SXfW4,地铁
爱佳798 2室2厅 南 北,0,133.0,15442,2014,沌口开发区,2室2厅1厨1卫,中楼层 (共31层),86.13㎡,暂无数据,暂无数据,塔楼,南 北,钢混结构,其他,两梯四户,有,2021-05-25,商品房,2017-11-21,普通住宅,满两年,非共有,有抵押 8万元 业主自还,已上传房本照片,202105251eXqR ,房本满两年
玉翠苑 2室2厅 南,0,165.0,17720,2005,青山,2室2厅1厨1卫,低楼层 (共7层),93.12㎡,暂无数据,暂无数据,塔楼,南,钢混结构,其他,一梯两户,无,2021-05-28,商品房,2009-05-09,普通住宅,满五年,非共有,无抵押,已上传房本照片,202105287ECVT,房本满五年
业主可以满二过户，清水毛坯大三房，小区环境好。,1,140.0,12775,2019,江夏,3室2厅1厨2卫,低楼层 (共33层),109.59㎡,暂无数据,暂无数据,板塔结合,南 北,钢混结构,毛坯,两梯四户,有,2021-05-22,商品房,2019-10-29,普通住宅,未满两年,共有,有抵押 51万元 中国银行 客户偿还,已上传房本照片,20210524J2hyf,
米兰映象 3室1厅 南,0,239.0,23732,2011,东湖高新,3室1厅1厨1卫,低楼层 (共33层),100.71㎡,暂无数据,74.53㎡,板塔结合,南,钢混结构,其他,两梯三户,有,2021-05-25,商品房,2012-06-13,普通住宅,满五年,共有,暂无数据,已上传房本照片,20210527U83NQ,"地铁,房本满五年"
采光条件好，自带精装修 诚意出售,8,365.0,27512,未知年建,硚口,4室1厅1厨2卫,高楼层 (共46层),132.67㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯四户,有,2021-03-14,商品房,2018-06-29,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210325TG42j,"地铁,VR看装修,房本满两年"
航天兴隆国际 3室2厅 东南,0,188.0,15601,2014,东西湖,3室2厅1厨2卫,中楼层 (共28层),120.51㎡,暂无数据,91.73㎡,塔楼,东南,钢混结构,简装,两梯五户,有,2021-05-25,商品房,2019-07-17,普通住宅,未满两年,共有,有抵押,已上传房本照片,20210523gVwXt,
产证满二 采光充足  无遮挡  精装居家自住,11,180.0,20404,2015,东湖高新,3室1厅1厨1卫,高楼层 (共30层),88.22㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-04-26,商品房,2017-11-30,普通住宅,满两年,非共有,有抵押 20万元 邮政 业主自还,已上传房本照片,20210428Fug23	,"VR看装修,房本满两年"
中北路 沙湖边 方正两房 采光好,1,160.0,25596,未知年建,武昌,2室1厅1厨1卫,高楼层 (共6层),62.51㎡,暂无数据,暂无数据,板塔结合,南,砖混结构,其他,一梯两户,无,2021-05-22,商品房,2021-05-25,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210522VqplJ,地铁
首义小区 正规三居室 采光好 南北通透 明厨明卫,2,199.0,17819,1995,武昌,3室2厅1厨2卫,高楼层 (共9层),111.68㎡,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯四户,无,2021-05-26,房改房,2001-11-16,普通住宅,满五年,共有,有抵押 130万元,已上传房本照片,20210526ZJeSL,"地铁,VR房源,房本满五年"
阳光100大湖第 4室2厅 东南,0,288.0,15360,未知年建,江夏,4室2厅1厨2卫,高楼层 (共18层),187.51㎡,暂无数据,暂无数据,板楼,东南,钢混结构,精装,两梯两户,有,2021-05-22,商品房,2019-07-17,普通住宅,未满两年,非共有,有抵押 130万元,已上传房本照片,20210522WsWxB,
园林小区 东湖边 中高层 无贷款 近地铁 全南2房,0,180.8,22524,2018,洪山,2室2厅1厨1卫,中楼层 (共31层),80.27㎡,平层,暂无数据,板塔结合,南,钢混结构,简装,两梯四户,有,2021-05-26,商品房,2020-12-25,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20210526MPt88,"VR看装修,随时看房"
急售，瑞和精装三房，经典户型，拎包入住，满二,0,123.0,14067,2016,江夏,3室2厅1厨1卫,中楼层 (共24层),87.44㎡,暂无数据,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,2021-05-22,商品房,2017-08-24,普通住宅,满两年,共有,有抵押 25万元,已上传房本照片,20210524NWy2U,房本满两年
老证，朝向好，一居室，业主诚心卖。。。,2,108.0,18112,2016,江岸,1室1厅1厨1卫,低楼层 (共31层),59.63㎡,平层,43.79㎡,板塔结合,东南,钢混结构,精装,五梯十七户,有,2021-05-25,商品房,2017-05-11,普通住宅,满两年,非共有,无抵押,已上传房本照片,20210525feP5d,"VR看装修,房本满两年,随时看房"
徐东销品茂商圈 578三地铁交汇 阿里旁 精装小二房,3,125.0,21900,2006,洪山,2室1厅1厨1卫,高楼层 (共33层),57.08㎡,平层,44.17㎡,塔楼,南 北,钢混结构,精装,三梯八户,有,2021-05-26,商品房,2013-06-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200104yk0Ln,"VR房源,房本满五年,随时看房"
卧龙一期，近地铁，通透精装两房，看房方便,0,155.0,16664,2005,东西湖,2室2厅1厨1卫,高楼层 (共6层),93.02㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,一梯两户,无,2021-05-22,商品房,2017-05-18,普通住宅,满两年,共有,有抵押 25万元 公积金 客户偿还,已上传房本照片,20210526YXRTX,"地铁,VR看装修,房本满两年"
银海优质一居室，诚心出售，预约看房,24,143.0,28989,2006,洪山,1室1厅1厨1卫,中楼层 (共32层),49.33㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十六户,有,2020-11-21,商品房,2007-12-14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200905SVeRN,"VR看装修,房本满五年"
